;ID_Encuestado;Servicio;Estamento;Region;pond;P1_1;P1_2;P1_3;P1_4;P2_1;P2_2;P2_3;P2_4;P3;p3_cod;P4;P5;P6_1;P6_2;P7_1;P7_2;P7_3;P7_4;P7_5;P7_6;P7_7;P7_8;P8;P9;P10_1;p10_1_cod;P10_2;p10_2_cod;P10_3;p10_3_cod;P11;P12_primera;P12_segunda;P12_tercera;P12_1_otro;P12_2_otro;P12_3_otro;P13;p13_cod;P14;P15_1;P15_2;P15_3;P15_4;P15_5;P15_6;P15_7;P15_8;P15_9;p15_cod;P16;P17;P18_1;P18_2;P18_3;P18_4;P18_5;P19;P20;P21;P22;P23;P24;P25_1;P25_2;P25_3;P25_4;P25_5;P25_6;P25_7;P25_8;P25_9;P25_10;P25_11;P25_Otro;P26;P27_1;P27_2;P28;P29;P30;p30_cod;P31_1;P31_2;P31_3;P31_4;P31_5;P31_6;P31_7;P31_8;P31_9;P31_10;P31_11;P31_12;P31_13;P31_14;P32_1;P32_2;P32_3;P32_4;P33_1;P33_2;P33_3;P33_4;P33_5;P33_6;P34;P35;p35_cod;P36;P37;P38_1;P38_2;P38_3;P38_4;P38_5;P39_1;P39_2;P39_3;P39_4;P40_1;P40_2;P40_3;P40_4;P41_1;P41_2;P41_3;P42;P43;P44_1;P44_2;P44_3;P44_4;P44_5;P44_6;P44_7;P44_8;P45;P46;P47;P48;P49;P50;P51;MODO;Sexo_REC;P47_REC;P49_REC;Macrozona;P1_1_REC;P1_2_REC;P1_3_REC;P1_4_REC;P6_1_REC;P6_2_REC;P16_REC;P29_REC;P32_1_REC;P32_2_REC;P32_3_REC;P32_4_REC;P38_1_REC;P38_2_REC;P38_3_REC;P38_4_REC;P38_5_REC;P39_1_REC;P39_2_REC;P39_3_REC;P39_4_REC
1743;12245118493;1;3;13;1,27728110980835;4;5;7;7;4;4;4;3;1;1;1;1;5;4;2;2;1;1;1;1;1;1;2;1;2; ;2; ;2; ;1;3;7;4; ; ; ;2; ;3;1;1;1;2;2;1;2;2;2; ;10;1;0;8;8;8;8;2;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;2;2; ;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;4;5;2;8;8;8;8;8;8;1;2; ;3;3;5;4;5;5;2;4;4;2;2;3;3;6;3;5;5;3;4;2;6;4;4;5;5;6;7;6;2;4;1;2;3;2;4;1;2;1;2;4;1;2;3;3;3;3;3;1;1;3;3;1;3;3;3;3;1;3;3;1;1
1744;12248593870;1;3;13;1,27728110980835;2;2;3;1;4;2;3;2;1;1;1;1;4;4;1;8;1;1;8;8;1;1;1;1;2; ;2; ;1;2;2;4;1;6; ; ; ;8; ;4;1;2;1;1;2;2;2;2;2; ;9;1;0;1;1;1;0;2;2;2; ;1;1;2;1;2;2;1;2;2;2;2;1;2; ;3;0;1;3;3;2; ;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;4;4;3;0;0;0;0;8;0;1;2; ;1;2;2;4;4;2;2;4;4;4;4;3;2;5;7;5;5;2;3;2;4;1;3;2;2;5;5;3;2;5;2;1;3;2;4;1;2;2;2;4;1;1;1;1;3;3;3;2;3;3;3;2;1;3;3;1;1;3;3;3;3
1745;12248651954;1;3;13;1,27728110980835;2;2;2;2;1;1;1;1;2; ;1;1;1;2;8;8;8;1;1;1;1;1;2;2;2; ;2; ;2; ;3;8;5;4; ; ; ;1; ;4;1;2;2;2;1;1;2;2;2; ;1;2; ; ; ; ; ;2;2;2; ;2;1;1;1;2;2;1;2;1;2;2;2;1;en la pagina de empleos publicos, publican las convocatorias pero al postular a un cargo ya tiene a la persona con anterioridad quien va a quedar en el puesto. lo he visto muchas veces.;2;0;8;1;3;2; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;5;5;4;1;0;0;0;8;8;0;2;2; ;3;2;5;5;5;5;4;5;3;3;4;6;6;7;5;5;6;6;2;1;5;6;2;5;6;6;3;4;2;5;3;1;1;2;3;1;2;2;1;4;1;1;1;1;1;1;1;2;3;3;3;1;3;3;3;3;3;3;2;2;3
1746;12248653183;1;3;13;1,27728110980835;6;6;6;6;4;4;4;3;1;2;1;2;4;4;2;8;8;1;1;1;1;1;2;1;2; ;2; ;2; ;3;3;2;8; ; ; ;10; ;4;1;2;2;2;2;1;2;2;2; ;8;3; ; ; ; ; ;2;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;4;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;3;3;2;2;1;1;1;1;1;1;2;2; ;3;3;4;5;5;5;4;4;4;4;4;4;4;6;6;3;5;2;3;3;3;4;2;5;5;6;4;2;2;4;2;2;3;2;4;1;2;2;2;4;2;2;2;2;3;3;3;3;2;2;1;1;3;3;3;3;3;3;3;3;3
1747;12248694212;1;3;13;1,27728110980835;5;5;5;6;4;4;4;3;2; ;1;1;4;4;2;2;1;1;1;1;1;1;2;1;2; ;1;1;1;1;3;1;2;4; ; ; ;1; ;1;1;1;2;2;1;1;2;2;2; ;8;3; ; ; ; ; ;2;2;2; ;1;1;2;1;1;2;2;2;2;2;2;2;2; ;3;0;0;1;3;1;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;3;4;4;2;8;1;8;8;1;1;2;2; ;1;3;4;4;3;4;3;4;4;2;2;4;4;6;6;4;5;3;3;2;6;3;3;4;4;5;5;4;2;4;2;1;3;2;3;1;2;2;2;4;2;2;2;2;3;3;3;2;2;3;3;1;3;3;2;3;2;3;3;1;1
1748;12248729455;1;3;13;1,27728110980835;3;3;3;3;3;3;3;2;1;1;1;1;3;3;2;2;1;1;1;1;1;1;2;1;2; ;1;1;2; ;3;1;5;6; ; ; ;9; ;4;1;2;2;1;1;1;2;2;2; ;9;1;0;8;1;0;1;1;1;2; ;2;1;2;2;1;2;1;1;2;2;2;1;2; ;3;8;0;3;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;4;4;4;4;8;8;8;8;8;8;2;2; ;3;3;4;5;5;5;5;4;2;3;4;3;2;3;3;2;2;2;3;2;5;1;2;2;2;4;3;3;2;3;3;2;1;2;4;1;2;2;1;4;1;1;1;1;2;2;3;1;3;3;3;3;3;3;3;3;3;3;1;2;3
1749;12249013762;1;3;13;1,27728110980835;4;4;4;7;4;3;4;2;1;1;1;1;5;4;1;1;1;1;1;1;1;2;2;1;1;6;1;5;1;2;1;1;3;7; ; ; ;3; ;3;1;1;2;2;2;1;2;2;2; ;9;1;1;1;1;1;0;1;1;1;2;1;1;2;2;2;1;1;2;1;2;2;1;2; ;1;0;0;2;5;1;3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;3;1;2;3;1;8;8;8;1;1;1;2; ;1;3;5;5;5;5;3;1;5;5;5;4;4;4;5;2;1;1;2;2;4;2;1;7;7;5;1;3;2;5;5;1;2;1;4;1;2;3;1;4;1;1;1;3;3;3;3;3;2;1;1;2;3;3;3;3;2;1;3;3;3
1750;12250065243;1;3;13;1,27728110980835;6;6;10;10;3;3;3;3;1;1;1;1;4;4;1;2;1;1;1;1;1;1;2;1;1;5;1;1;1;2;1;5;2;1; ; ; ;8; ;3;1;1;1;2;2;1;2;2;2; ;9;1;1;1;1;1;1;2;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;5;1;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;4;4;4;2;1;1;1;1;1;1;2;2; ;3;3;4;4;5;5;2;4;2;4;4;6;6;6;6;6;7;7;3;3;5;7;3;7;7;6;6;5;2;3;6;2;3;2;4;1;2;4;2;4;2;2;3;3;3;3;3;3;3;3;3;1;3;3;3;3;1;3;1;3;3
1751;12250187731;1;3;13;1,27728110980835;1;1;1;4;4;4;4;2;1;8;1;1;5;5;1;1;1;1;1;1;1;1;1;1;2; ;1;2;2; ;1;4;1;5; ; ; ;3; ;3;1;2;2;2;2;2;2;2;2; ;10;2; ; ; ; ; ;1;1;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;2;4;2; ;2;1;2;1;2;2;2;2;1;2;2;2;2;2;4;8;4;8;8;8;8;8;8;8;2;2; ;3;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;8;1;4;4;4;4;4;7;6;4;2;6;2;1;1;2;4;1;2;2;1;4;1;1;1;1;3;3;3;3;3;4;3;4;2;3;3;3;3;2;2;3;3
1752;12251714121;1;3;13;1,27728110980835;8;8;8;9;4;4;4;4;1;2;1;1;5;5;1;1;1;1;1;1;1;1;2;1;2; ;2; ;2; ;3;1;3;7; ; ; ;6; ;4;2;2;2;2;2;2;2;1;2; ;8;2; ; ; ; ; ;2;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;5;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;4;2;1;1;1;8;8;8;2;2; ;3;3;4;4;5;5;3;5;5;5;5;7;7;7;7;7;7;7;4;3;6;6;5;7;7;7;7;6;1;5;2;2;3;2;3;1;1;2;2;4;3;3;3;3;3;3;3;3;2;2;3;1;3;3;3;3;2;3;3;3;3
1753;12253920299;1;3;13;1,27728110980835;5;5;3;3;4;4;4;4;2; ;2;2;88;88;2;2;2;1;1;8;2;8;2;2;2; ;2; ;2; ;3;2;3;4; ; ; ;1; ;1;1;1;1;1;1;1;2;2;1;4;10;2; ; ; ; ; ;2;2;2; ;1;1;1;1;1;1;1;1;1;1;2;1;2; ;1;1;8;1;1;2; ;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;1;0;0;1;8;8;1;1;2; ;3;3;2;4;5;5;1;2;3;4;2;5;5;5;5;1;4;1;4;2;5;3;2;1;5;3;1;3;1;4;6;1;2;1;4;1;1;4;1;4;2;2;1;1;4;4;3;1;1;3;2;1;1;3;3;3;1;1;2;3;1
1754;12254073436;1;3;13;1,27728110980835;4;6;7;6;3;3;3;1;1;1;1;1;4;4;2;2;1;1;1;1;1;1;2;1;1;5;1;1;2; ;2;1;2;3; ; ; ;9; ;4;1;1;2;2;1;2;2;2;2; ;7;1;0;0;0;0;0;2;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;4;1;7;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2; ;1;3;4;4;4;4;4;5;5;4;4;4;3;3;4;3;3;2;3;3;1;1;1;4;4;5;5;2;1;4;5;2;1;1;4;1;1;3;1;4;1;2;3;2;3;3;3;3;1;1;1;1;3;3;3;3;3;3;3;3;3
1755;12255428835;1;3;13;1,27728110980835;7;7;7;10;4;4;4;3;1;2;2;2;5;88;2;2;1;1;1;1;1;1;2;2;2; ;2; ;2; ;2;2;5;8; ; ; ;8; ;3;1;1;1;1;2;2;2;2;2; ;10;3; ; ; ; ; ;2;1;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;4;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;8;1;1;1;1;2;1;5;1;3;4;5;5;5;1;5;5;5;5;7;7;7;7;5;5;6;3;3;7;6;4;7;7;7;6;7;2;5;5;2;2;2;3;1;2;3;1;4;3;3;3;3;3;4;3;3;1;1;1;1;3;3;3;3;1;3;3;3;3
1756;12256543656;1;3;13;1,27728110980835;4;4;5;5;4;4;4;4;1;1;2;2;4;4;2;2;1;1;1;1;1;1;2;1;2; ;2; ;2; ;2;2;3;1; ; ; ;4; ;3;1;1;1;1;1;1;2;2;2; ;10;1;1;8;8;8;1;2;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;3;2; ;1;1;2;2;2;2;2;2;2;1;2;2;2;2;4;4;4;8;1;8;8;8;8;8;1;2; ;3;3;5;5;5;5;5;5;5;5;5;6;6;6;6;8;8;8;3;3;6;4;4;4;4;5;6;5;1;4;6;2;3;2;3;1;1;4;2;4;1;1;2;2;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;3;3
1757;12257186835;1;3;13;1,27728110980835;1;2;3;3;4;4;4;4;2; ;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2; ;2; ;2; ;2;6;7;1; ; ; ;7; ;4;1;1;1;1;1;1;2;2;2; ;10;2; ; ; ; ; ;2;2;2; ;1;1;1;1;1;1;1;1;1;1;1;1;2; ;3;1;8;3;1;2; ;2;1;2;2;2;2;2;2;2;2;1;1;2;2;5;5;5;1;0;0;0;0;0;0;2;2; ;2;2;4;5;3;5;3;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;2;4;1;1;1;2;3;1;2;1;1;4;1;1;1;1;1;1;3;1;3;3;3;1;3;3;2;3;2;1;1;1;1
1758;12258519224;1;3;13;1,27728110980835;6;5;10;10;4;3;4;8;2; ;1;1;3;1;8;2;1;1;1;1;1;8;2;1;2; ;2; ;2; ;3;1;3;5; ; ; ;10; ;4;1;2;2;1;1;2;2;1;2; ;10;3; ; ; ; ; ;3;3;3; ;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;3;1;2; ;2;1;1;2;1;2;2;2;2;2;2;2;2;2;8;8;8;8;8;8;8;8;8;8;2;2; ;3;3;4;8;1;1;8;8;8;8;8;3;2;2;2;2;8;3;4;4;5;7;7;7;7;7;7;7;1;4;3;1;3;2;3;1;1;2;2;4;2;2;3;3;2;1;3;1;4;4;4;4;3;4;1;1;4;4;4;4;4
1759;12258521244;1;3;13;1,27728110980835;3;3;3;3;4;4;4;4;2; ;1;1;4;4;1;1;1;1;1;1;1;1;2;1;2; ;2; ;2; ;2;8;7;6; ; ; ;3; ;1;1;2;2;2;2;1;2;2;2; ;7;2; ; ; ; ; ;2;2;2; ;2;1;2;1;1;1;2;2;2;1;2;2;2; ;2;0;0;2;5;2; ;2;2;2;2;2;2;2;2;2;2;2;2;1;2;5;4;4;4;1;1;1;1;1;1;2;2; ;3;3;5;5;5;5;5;5;3;4;4;3;2;4;2;2;2;2;3;2;3;2;2;2;2;4;3;3;2;4;3;2;2;2;4;1;2;2;1;4;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3
1760;12258536107;1;3;13;1,27728110980835;5;5;5;5;4;4;4;4;1;2;1;1;4;3;2;2;1;1;2;1;1;1;1;1;1;1;2; ;1;2;1;3;2;1; ; ; ;4; ;1;1;1;2;2;2;1;2;2;2; ;10;1;1;0;1;0;1;2;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;4;2; ;1;2;1;1;2;2;2;2;2;2;2;2;2;2;4;4;4;2;8;8;8;8;8;1;1;2; ;2;3;2;4;4;4;4;4;4;4;4;6;6;6;6;4;4;1;3;1;1;3;1;7;7;7;6;5;1;5;4;2;2;1;3;1;1;3;1;4;2;2;2;2;3;2;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3
1761;12258586143;1;3;13;1,27728110980835;6;6;6;6;4;4;4;3;2; ;1;1;4;3;2;2;1;1;1;1;1;1;2;1;2; ;1;5;2; ;1;8;2;1; ; ; ;1; ;3;1;2;1;1;1;1;2;2;2; ;6;2; ; ; ; ; ;2;2;2; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;3;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;4;4;2;3;1;0;0;0;0;1;2;2; ;3;3;5;5;5;5;5;5;5;3;3;3;3;4;6;3;4;3;4;4;7;4;4;3;2;5;5;6;1;5;6;2;3;2;3;1;1;4;2;4;2;2;2;2;3;2;2;2;3;3;1;2;3;3;3;3;3;3;3;2;2
1762;12258586645;1;3;13;1,27728110980835;4;4;5;4;3;4;8;2;1;5;1;1;3;2;1;8;1;2;2;2;1;1;2;1;1;6;1;2;2; ;1;3;6;10; ; ; ;5; ;4;1;1;2;2;1;2;2;2;2; ;5;1;0;8;1;8;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;1;2;2; ;3;8;1;2;3;2; ;1;1;2;2;2;2;2;2;1;2;2;2;2;2;3;3;3;3;0;1;8;1;1;8;1;2; ;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;8;2;3;3;3;3;3;3;4;5;1;5;3;1;2;2;4;1;1;2;1;4;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
1763;12258673156;1;3;13;1,27728110980835;1;2;2;2;4;4;4;4;1;2;2;2;1;1;2;2;1;1;1;1;1;1;2;2;2; ;2; ;2; ;2;5;3;2; ; ; ;1; ;4;1;2;2;2;2;2;2;2;2; ;10;2; ; ; ; ; ;2;2;2; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;5;5;1;1;8;8;8;8;8;0;2;2; ;3;3;5;5;5;5;5;2;4;4;4;1;1;1;1;4;1;1;4;1;7;1;4;1;1;4;2;4;2;4;3;2;3;2;4;1;2;2;2;4;1;1;1;1;1;1;3;1;3;3;1;1;3;3;3;3;3;1;3;3;3
1764;12258812756;1;3;13;1,27728110980835;5;5;5;5;3;2;3;2;1;1;1;1;3;3;1;1;2;2;2;2;1;1;1;1;1;5;1;1;1;2;1;1;3;7; ; ; ;0;6;2;2;2;1;1;2;1;2;2;2; ;5;1;1;8;1;8;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;3;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;3;5;3;2;0;0;0;0;0;0;2;2; ;2;2;5;5;5;5;3;3;4;3;3;4;2;4;4;4;2;3;3;2;1;3;1;6;7;5;4;3;2;4;6;2;1;2;4;1;2;4;1;4;2;2;2;2;2;2;2;2;2;3;2;1;3;3;3;3;2;2;3;2;2
1765;12258837532;1;3;13;1,27728110980835;3;3;5;5;4;4;4;4;2; ;1;2;88;88;8;8;8;1;1;1;1;1;2;1;2; ;2; ;2; ;1;8;3;5; ; ; ;6; ;3;1;1;2;2;1;2;2;2;2; ;8;3; ; ; ; ; ;2;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;4;1;3;1;1;2;2;2;1;2;2;2;2;2;2;2;2;5;4;4;1;1;8;1;8;1;1;2;2; ;1;2;8;5;5;5;1;4;4;2;4;1;2;4;1;2;2;1;4;2;6;2;2;6;3;4;3;4;2;4;4;2;2;1;4;1;2;3;1;4;1;1;2;2;4;4;3;3;3;3;3;1;4;3;3;3;1;3;3;1;3
